"date","geography","geography code","Rural Urban","Age: All usual residents; measures: Value","Age: Age 0 to 4; measures: Value","Age: Age 5 to 7; measures: Value","Age: Age 8 to 9; measures: Value","Age: Age 10 to 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16 to 17; measures: Value","Age: Age 18 to 19; measures: Value","Age: Age 20 to 24; measures: Value","Age: Age 25 to 29; measures: Value","Age: Age 30 to 44; measures: Value","Age: Age 45 to 59; measures: Value","Age: Age 60 to 64; measures: Value","Age: Age 65 to 74; measures: Value","Age: Age 75 to 84; measures: Value","Age: Age 85 to 89; measures: Value","Age: Age 90 and over; measures: Value","Age: Mean Age; measures: Value","Age: Median Age; measures: Value"
"2011","E00016354","E00016354","Total",221,21,5,6,9,2,5,8,17,19,52,27,8,16,20,3,3,38.0,35.0
"2011","E00016357","E00016357","Total",317,27,21,5,24,6,14,14,26,16,61,56,8,14,18,4,3,33.9,31.0
"2011","E00016358","E00016358","Total",259,26,9,4,12,1,8,2,11,25,77,52,8,7,14,3,0,35.7,35.0
"2011","E00016391","E00016391","Total",308,14,15,8,25,5,8,8,16,16,69,62,8,22,25,5,2,39.1,39.0
"2011","E00016362","E00016362","Total",322,26,17,11,23,2,13,12,22,17,75,49,12,19,16,6,2,35.3,33.5
"2011","E00016364","E00016364","Total",278,21,13,12,19,3,7,6,14,21,72,38,12,19,13,4,4,36.1,34.0
"2011","E00016365","E00016365","Total",213,19,3,2,23,5,5,4,4,9,49,34,10,13,22,8,3,40.9,39.0
"2011","E00016394","E00016394","Total",299,28,11,10,26,4,11,15,12,14,68,55,12,13,14,2,4,34.5,35.0
"2011","E00165789","E00165789","Total",280,28,3,2,24,4,13,6,10,11,65,40,24,21,20,4,5,39.7,38.0
"2011","E00016678","E00016678","Total",272,30,15,10,14,5,9,7,24,14,73,39,6,15,10,1,0,31.7,31.0
"2011","E00016722","E00016722","Total",398,55,21,18,27,5,12,8,28,28,83,77,3,20,8,2,3,30.3,29.0
"2011","E00016724","E00016724","Total",290,23,11,3,12,1,6,7,41,48,101,28,4,4,1,0,0,29.1,29.0
"2011","E00016727","E00016727","Total",332,19,9,4,23,6,10,16,48,39,56,70,15,11,6,0,0,32.8,29.0
"2011","E00016676","E00016676","Total",262,17,10,3,28,4,10,11,16,24,54,56,11,9,9,0,0,33.6,32.0
"2011","E00016685","E00016685","Total",323,29,17,10,19,5,10,6,28,35,69,60,9,19,5,2,0,32.3,30.0
"2011","E00016690","E00016690","Total",297,29,12,10,22,6,2,4,20,20,87,40,13,22,9,1,0,33.9,33.0
"2011","E00016691","E00016691","Total",294,17,9,7,18,3,9,13,33,45,69,47,6,15,3,0,0,31.7,29.0
"2011","E00016726","E00016726","Total",180,18,6,3,8,0,3,6,8,10,60,35,12,6,5,0,0,35.1,34.0
"2011","E00016688","E00016688","Total",300,21,14,7,13,5,6,9,24,25,71,50,23,22,8,1,1,36.3,34.0
"2011","E00016695","E00016695","Total",300,20,9,9,29,3,13,13,19,22,60,48,14,24,14,3,0,35.0,33.0
"2011","E00016705","E00016705","Total",253,21,1,4,8,1,3,2,34,52,82,38,1,4,2,0,0,30.6,30.0
"2011","E00016710","E00016710","Total",331,42,6,6,18,2,8,5,30,34,106,49,8,12,4,1,0,31.3,31.0
"2011","E00016712","E00016712","Total",366,17,9,8,9,1,9,66,96,28,77,30,4,6,5,1,0,27.0,22.0
"2011","E00016682","E00016682","Total",239,17,4,5,5,0,1,5,31,46,82,35,5,2,0,1,0,30.7,30.0
"2011","E00016686","E00016686","Total",341,34,14,10,21,4,10,12,29,18,94,52,6,18,17,1,1,33.0,33.0
"2011","E00016699","E00016699","Total",297,23,21,4,13,2,9,4,40,26,94,34,8,12,6,1,0,31.0,31.0
"2011","E00016702","E00016702","Total",298,8,7,5,10,1,1,9,35,25,89,76,10,11,7,4,0,38.1,37.5
"2011","E00016707","E00016707","Total",447,29,11,10,16,7,4,9,69,82,139,47,8,14,2,0,0,30.0,28.0
"2011","E00016711","E00016711","Total",268,23,3,3,3,2,3,2,29,57,105,28,8,1,0,0,1,30.8,30.0
"2011","E00016696","E00016696","Total",235,17,10,3,16,4,2,14,28,22,61,49,5,1,1,1,1,30.6,30.0
"2011","E00016698","E00016698","Total",328,27,13,11,15,4,5,11,27,44,78,66,13,8,5,0,1,32.1,31.0
"2011","E00016703","E00016703","Total",267,23,12,10,17,5,8,8,26,18,64,46,10,7,8,3,2,32.8,32.0
"2011","E00016713","E00016713","Total",407,22,14,4,16,5,7,11,35,69,138,66,4,10,5,0,1,32.4,31.0
"2011","E00165804","E00165804","Total",223,9,7,2,17,2,7,7,24,34,51,47,6,5,3,1,1,33.6,30.0
"2011","E00017907","E00017907","Total",366,25,11,7,20,9,10,9,26,45,81,70,9,23,20,0,1,36.0,34.0
"2011","E00017908","E00017908","Total",363,26,8,8,12,2,12,8,39,76,73,64,12,10,9,4,0,33.2,28.0
"2011","E00017909","E00017909","Total",345,35,21,2,17,6,11,8,31,60,78,50,9,10,6,0,1,29.9,27.0
"2011","E00017917","E00017917","Total",434,24,16,15,31,3,10,15,56,53,89,74,11,18,16,0,3,32.7,29.0
"2011","E00174982","E00174982","Total",333,27,19,6,15,9,8,7,30,54,100,35,5,12,5,1,0,29.8,29.0
"2011","E00174983","E00174983","Total",305,29,9,7,12,3,11,6,31,41,90,42,7,12,4,1,0,31.2,30.0
"2011","E00174984","E00174984","Total",329,52,14,9,21,4,4,4,25,45,117,24,3,5,0,2,0,26.1,28.0
"2011","E00017901","E00017901","Total",404,33,18,14,22,4,9,13,40,39,110,71,9,15,6,1,0,31.5,32.0
"2011","E00017915","E00017915","Total",368,41,11,8,14,3,6,10,29,49,96,50,11,22,16,1,1,33.7,31.0
"2011","E00017921","E00017921","Total",386,23,8,12,25,6,13,11,37,59,88,65,11,15,11,2,0,32.8,29.0
"2011","E00017923","E00017923","Total",434,37,20,10,40,10,13,9,25,47,128,75,6,5,7,2,0,30.0,30.0
"2011","E00017930","E00017930","Total",346,24,14,3,21,2,10,7,40,46,85,59,9,15,9,1,1,33.0,30.0
"2011","E00017910","E00017910","Total",386,25,20,11,24,5,15,11,38,67,79,64,10,12,5,0,0,30.7,28.0
"2011","E00017913","E00017913","Total",445,31,23,18,61,9,23,13,38,41,88,74,3,10,12,1,0,28.4,25.0
"2011","E00017914","E00017914","Total",308,29,11,15,24,3,9,7,25,46,75,42,8,7,3,2,2,29.6,28.0
"2011","E00017920","E00017920","Total",372,41,11,10,34,3,12,10,32,44,97,52,5,11,9,1,0,29.7,28.0
"2011","E00017926","E00017926","Total",429,47,23,12,28,6,12,18,42,51,97,55,9,13,9,7,0,29.9,27.0
"2011","E00017899","E00017899","Total",356,38,24,11,25,2,16,11,26,36,86,52,6,10,9,3,1,29.7,27.0
"2011","E00017903","E00017903","Total",519,38,24,10,17,3,4,6,65,68,131,89,26,16,18,3,1,34.5,32.0
"2011","E00017904","E00017904","Total",271,16,14,8,16,5,4,9,29,38,51,56,6,11,7,0,1,32.6,29.0
"2011","E00017905","E00017905","Total",299,22,11,17,12,3,6,6,33,47,66,40,10,9,7,7,3,32.8,28.0
"2011","E00017911","E00017911","Total",335,22,12,11,23,7,9,8,30,35,90,52,5,18,8,2,3,33.5,32.0
"2011","E00018053","E00018053","Total",392,59,18,15,22,4,14,8,33,50,97,42,11,11,8,0,0,27.6,26.0
"2011","E00018054","E00018054","Total",401,55,17,8,19,3,5,12,48,60,107,40,7,11,2,4,3,28.4,27.0
"2011","E00018055","E00018055","Total",201,19,7,7,17,1,6,5,20,12,61,23,6,7,7,3,0,31.8,32.0
"2011","E00018057","E00018057","Total",423,40,29,18,39,9,17,13,25,29,106,54,12,18,11,2,1,29.7,28.0
"2011","E00018067","E00018067","Total",537,59,28,12,43,7,11,13,54,56,121,56,7,21,30,13,6,32.2,28.0
"2011","E00018062","E00018062","Total",449,29,24,11,31,6,17,17,51,47,109,66,8,19,11,1,2,31.6,29.0
"2011","E00018064","E00018064","Total",465,41,19,15,35,7,15,11,44,51,124,60,10,18,10,3,2,31.0,29.0
"2011","E00018071","E00018071","Total",440,39,21,14,36,4,16,18,38,41,119,61,9,16,8,0,0,29.8,28.5
"2011","E00018072","E00018072","Total",494,23,25,17,45,9,15,36,59,49,111,75,6,16,7,0,1,29.5,26.0
"2011","E00018068","E00018068","Total",375,31,13,10,25,5,11,8,37,53,87,55,15,17,5,3,0,31.7,29.0
"2011","E00018070","E00018070","Total",422,37,21,11,30,7,10,13,58,44,92,61,12,20,6,0,0,29.9,27.0
"2011","E00018073","E00018073","Total",364,34,21,13,31,4,12,12,34,26,84,58,13,17,5,0,0,30.4,29.0
"2011","E00018074","E00018074","Total",452,54,27,21,43,7,13,11,45,43,88,53,11,19,15,2,0,28.6,25.0
"2011","E00018076","E00018076","Total",489,54,36,13,37,10,19,13,44,49,111,74,7,8,12,1,1,28.1,26.0
"2011","E00018078","E00018078","Total",444,45,16,18,27,6,12,9,48,50,111,63,10,17,9,3,0,30.6,29.0
"2011","E00018079","E00018079","Total",585,41,19,15,47,10,10,18,79,49,128,67,18,28,37,15,4,34.7,30.0
"2011","E00018082","E00018082","Total",448,38,23,18,36,3,11,13,32,57,99,67,10,21,18,1,1,31.6,29.0
"2011","E00018058","E00018058","Total",479,45,26,13,23,6,11,17,57,73,126,54,11,8,7,2,0,28.6,27.0
"2011","E00018061","E00018061","Total",373,54,24,15,22,6,8,9,28,47,108,34,6,8,2,1,1,26.1,27.0
"2011","E00018063","E00018063","Total",571,58,30,24,36,9,9,14,45,87,159,65,19,10,4,2,0,28.2,28.0
"2011","E00018066","E00018066","Total",521,52,27,20,28,6,9,10,74,90,134,51,6,8,5,1,0,27.2,26.0
"2011","E00018089","E00018089","Total",244,12,9,3,24,1,8,4,16,16,47,65,15,10,10,4,0,38.2,40.0
"2011","E00018094","E00018094","Total",399,39,19,9,15,3,8,5,29,47,117,67,18,9,11,2,1,33.2,32.0
"2011","E00018097","E00018097","Total",494,36,14,12,30,8,14,18,65,60,117,58,25,21,14,2,0,32.0,28.0
"2011","E00018098","E00018098","Total",509,49,25,12,27,11,13,25,65,52,85,88,19,27,10,0,1,31.4,27.0
"2011","E00018101","E00018101","Total",427,45,18,7,30,11,8,11,46,53,91,58,12,21,15,1,0,31.2,28.0
"2011","E00018106","E00018106","Total",533,29,14,10,25,3,18,6,57,114,107,91,16,31,11,1,0,33.5,29.0
"2011","E00018107","E00018107","Total",317,31,13,3,21,2,10,11,29,43,81,41,11,12,6,3,0,31.0,29.0
"2011","E00018108","E00018108","Total",417,34,13,10,20,3,7,8,48,78,111,51,12,11,6,4,1,30.9,28.0
"2011","E00018109","E00018109","Total",484,33,25,13,25,10,13,14,57,67,118,77,12,12,7,1,0,30.5,29.0
"2011","E00018083","E00018083","Total",467,46,28,14,26,8,9,7,19,41,87,55,11,22,29,36,29,40.5,35.0
"2011","E00018084","E00018084","Total",323,28,20,8,20,5,8,4,16,27,81,70,10,11,10,3,2,34.2,35.0
"2011","E00018088","E00018088","Total",367,44,12,11,14,7,5,6,24,55,92,57,10,15,8,4,3,32.4,30.0
"2011","E00018092","E00018092","Total",429,28,16,10,30,4,16,10,47,43,91,94,10,15,8,4,3,33.6,31.0
"2011","E00018069","E00018069","Total",365,36,12,11,29,5,6,9,31,53,91,48,8,18,8,0,0,30.6,29.0
"2011","E00018075","E00018075","Total",489,47,20,10,38,11,10,26,49,52,105,77,11,14,13,3,3,30.7,27.0
"2011","E00018077","E00018077","Total",550,41,29,14,41,10,18,14,60,67,136,67,18,20,11,4,0,30.6,28.0
"2011","E00018081","E00018081","Total",446,38,15,27,29,11,12,17,46,46,104,65,13,16,7,0,0,29.8,28.0
"2011","E00018093","E00018093","Total",480,53,19,17,32,6,20,17,56,42,102,67,13,18,12,4,2,30.2,27.0
"2011","E00018100","E00018100","Total",500,41,23,15,33,6,14,8,50,56,116,71,15,34,12,4,2,32.8,30.0
"2011","E00175019","E00175019","Total",343,28,15,8,23,7,10,11,42,52,78,29,13,18,7,2,0,30.2,27.0
"2011","E00175061","E00175061","Total",326,30,15,13,20,6,11,10,44,39,75,40,8,8,7,0,0,28.5,26.0
"2011","E00018102","E00018102","Total",555,42,28,14,35,7,17,23,60,61,159,68,12,15,13,1,0,30.2,28.0
"2011","E00018104","E00018104","Total",346,30,6,7,18,2,12,8,32,65,101,43,16,5,0,1,0,30.2,29.0
"2011","E00018105","E00018105","Total",383,34,14,15,23,3,7,4,40,49,98,40,16,18,18,2,2,32.9,30.0
"2011","E00018112","E00018112","Total",367,25,13,13,30,3,13,16,49,33,78,46,11,27,10,0,0,31.7,28.0
"2011","E00175056","E00175056","Total",521,62,31,13,26,4,4,10,61,76,173,43,3,9,5,1,0,27.2,28.0
"2011","E00175083","E00175083","Total",264,27,23,7,13,1,2,5,21,25,76,26,9,15,8,5,1,32.3,31.0
"2011","E00018090","E00018090","Total",410,30,11,5,15,6,4,21,74,75,88,49,13,12,4,0,3,30.2,27.0
"2011","E00018091","E00018091","Total",469,46,25,18,36,10,7,13,53,64,116,51,13,9,8,0,0,28.0,26.0
"2011","E00018095","E00018095","Total",469,37,14,12,40,4,14,11,51,64,109,68,17,16,10,2,0,31.3,28.0
"2011","E00018096","E00018096","Total",471,57,30,21,36,9,13,16,36,46,105,54,12,19,12,2,3,28.9,26.0
"2011","E00018099","E00018099","Total",347,31,15,4,20,3,6,6,36,54,96,49,7,13,6,0,1,30.8,29.0
"2011","E00017833","E00017833","Total",549,43,23,10,34,6,12,19,70,81,116,78,20,18,15,3,1,31.8,28.0
"2011","E00017835","E00017835","Total",463,51,22,19,48,8,21,17,36,31,109,56,10,19,12,3,1,29.2,26.0
"2011","E00017857","E00017857","Total",374,54,24,12,38,2,6,4,19,37,102,28,6,18,21,2,1,29.4,28.0
"2011","E00018045","E00018045","Total",478,35,20,17,45,7,11,13,45,47,114,69,17,23,14,1,0,31.9,29.0
"2011","E00018047","E00018047","Total",566,66,36,16,45,6,16,18,58,69,135,61,13,20,6,1,0,27.9,26.0
"2011","E00018051","E00018051","Total",241,20,12,8,26,3,7,5,15,17,57,45,12,11,3,0,0,31.8,33.0
"2011","E00018052","E00018052","Total",417,42,20,22,42,6,15,18,35,40,92,54,12,13,4,0,2,28.1,25.0
"2011","E00018046","E00018046","Total",415,42,27,22,43,6,7,16,23,29,85,61,14,23,12,2,3,31.0,28.0
"2011","E00018056","E00018056","Total",361,38,19,10,19,3,9,19,44,40,82,37,9,22,9,1,0,30.2,27.0
"2011","E00018059","E00018059","Total",389,34,26,17,50,17,20,12,20,27,90,48,3,10,13,1,1,27.4,23.0
"2011","E00018060","E00018060","Total",540,65,35,18,42,7,25,11,43,44,125,62,14,26,16,2,5,30.0,28.0
"2011","E00018065","E00018065","Total",215,30,16,7,13,3,2,5,14,19,55,24,6,11,5,4,1,30.6,28.0
"2011","E00018044","E00018044","Total",448,53,26,15,32,7,13,16,38,40,108,69,12,12,4,1,2,28.8,28.0
"2011","E00018048","E00018048","Total",278,32,24,9,15,3,7,2,17,12,71,48,9,18,9,2,0,33.0,34.0
"2011","E00018049","E00018049","Total",440,39,23,15,38,6,15,16,50,34,105,62,8,17,8,4,0,29.7,28.0
"2011","E00018050","E00018050","Total",329,25,27,20,32,7,10,9,22,20,75,57,7,11,5,1,1,29.4,28.0
"2011","E00018080","E00018080","Total",341,59,15,13,22,0,6,5,29,37,72,41,13,13,11,1,4,29.5,27.0
"2011","E00017900","E00017900","Total",367,31,16,15,37,8,10,10,25,45,85,60,10,10,5,0,0,29.9,28.0
"2011","E00017925","E00017925","Total",326,24,17,10,26,3,13,12,23,42,74,66,5,5,6,0,0,30.6,29.0
"2011","E00017931","E00017931","Total",393,40,24,6,27,6,5,8,34,48,100,57,13,17,7,1,0,30.9,29.0
"2011","E00017932","E00017932","Total",291,27,13,4,15,2,10,6,33,35,76,50,7,8,5,0,0,30.8,30.0
"2011","E00017935","E00017935","Total",350,14,13,9,24,4,6,7,38,42,86,57,13,24,12,1,0,35.0,32.0
"2011","E00017918","E00017918","Total",382,26,17,7,17,3,8,7,65,66,102,39,8,8,9,0,0,29.5,28.0
"2011","E00017924","E00017924","Total",306,15,2,3,4,2,4,3,55,46,61,15,13,36,39,6,2,41.6,31.0
"2011","E00017927","E00017927","Total",450,31,15,6,22,4,10,11,45,70,137,57,17,12,12,1,0,32.2,30.0
"2011","E00017928","E00017928","Total",340,24,10,16,24,5,9,7,67,35,79,39,1,14,10,0,0,29.4,25.0
"2011","E00017934","E00017934","Total",441,29,10,8,24,6,9,11,45,64,120,57,15,29,13,1,0,33.7,30.0
"2011","E00017937","E00017937","Total",434,30,10,10,27,6,11,10,91,49,110,50,11,9,7,2,1,29.8,27.0
"2011","E00017898","E00017898","Total",396,18,14,5,32,6,8,10,56,65,100,50,11,13,6,2,0,31.1,28.0
"2011","E00017933","E00017933","Total",387,25,17,14,25,10,10,6,35,52,85,61,17,18,8,2,2,32.8,29.0
"2011","E00017936","E00017936","Total",331,13,10,5,12,3,7,9,45,55,75,57,11,19,6,1,3,34.8,30.0
"2011","E00017938","E00017938","Total",305,24,10,4,9,2,4,9,39,61,58,50,7,16,9,3,0,33.2,28.0
"2011","E00174986","E00174986","Total",337,32,4,5,6,1,4,3,46,56,131,41,3,4,1,0,0,30.1,30.0
"2011","E00175027","E00175027","Total",349,25,10,5,14,4,7,14,53,44,88,47,12,12,7,7,0,32.7,29.0
"2011","E00017940","E00017940","Total",476,31,17,13,30,9,8,8,44,73,129,71,18,16,8,1,0,31.8,30.0
"2011","E00017948","E00017948","Total",260,23,13,9,5,2,2,14,37,29,74,31,7,8,4,0,2,30.6,29.0
"2011","E00017953","E00017953","Total",439,27,15,11,20,8,10,15,62,54,112,70,12,17,5,1,0,31.6,29.0
"2011","E00017954","E00017954","Total",409,32,16,4,25,6,10,16,47,69,101,57,8,15,3,0,0,29.9,28.0
"2011","E00017955","E00017955","Total",447,52,17,7,20,4,3,9,53,83,132,43,4,12,5,1,2,28.6,27.0
"2011","E00017906","E00017906","Total",311,30,14,5,11,5,9,8,13,27,73,69,16,24,5,1,1,36.1,37.0
"2011","E00017912","E00017912","Total",426,27,14,12,32,9,7,9,68,24,84,98,12,15,12,2,1,33.6,31.5
"2011","E00017916","E00017916","Total",377,26,18,3,8,6,7,5,45,41,94,75,20,14,14,1,0,35.5,34.0
"2011","E00017919","E00017919","Total",322,20,13,11,20,7,6,5,32,34,62,71,20,14,5,1,1,34.3,32.5
"2011","E00017922","E00017922","Total",503,38,14,10,29,12,14,17,40,53,125,86,32,16,14,1,2,33.8,31.0
"2011","E00017946","E00017946","Total",400,22,12,7,27,6,15,10,44,48,82,68,20,21,18,0,0,34.7,31.0
"2011","E00017950","E00017950","Total",573,52,13,16,29,8,17,10,71,101,124,81,9,26,10,4,2,31.2,28.0
"2011","E00017979","E00017979","Total",419,35,13,8,20,3,11,11,52,40,92,70,18,28,15,3,0,34.7,31.0
"2011","E00017980","E00017980","Total",450,48,17,3,17,5,4,15,49,74,89,84,12,23,8,2,0,32.3,29.0
"2011","E00017984","E00017984","Total",435,33,19,7,21,8,11,12,62,80,104,56,5,8,8,1,0,29.4,27.0
"2011","E00017987","E00017987","Total",463,22,15,6,36,7,18,11,79,69,78,75,10,23,11,2,1,32.0,27.0
"2011","E00017990","E00017990","Total",557,51,22,13,31,7,14,17,75,91,127,65,15,22,6,1,0,29.2,27.0
"2011","E00018010","E00018010","Total",425,39,23,16,24,6,12,11,46,58,83,64,17,16,9,1,0,30.6,27.0
"2011","E00017981","E00017981","Total",382,38,21,9,24,6,7,6,31,54,103,43,10,18,8,4,0,30.6,29.0
"2011","E00017986","E00017986","Total",506,45,12,9,35,8,17,15,69,65,108,75,13,20,13,1,1,31.3,28.0
"2011","E00018011","E00018011","Total",540,32,26,7,37,10,13,21,73,68,129,77,9,23,12,2,1,31.5,28.0
"2011","E00018012","E00018012","Total",394,35,25,8,13,3,7,8,50,85,86,48,10,13,3,0,0,28.8,27.0
"2011","E00017939","E00017939","Total",245,13,5,2,12,2,4,8,26,36,73,47,4,9,3,1,0,33.9,33.0
"2011","E00017947","E00017947","Total",468,39,15,15,24,3,14,17,51,71,122,58,14,18,6,1,0,30.4,28.0
"2011","E00017949","E00017949","Total",199,15,4,7,11,0,4,5,20,26,52,31,4,12,8,0,0,34.1,31.0
"2011","E00017952","E00017952","Total",374,38,26,11,42,4,7,15,23,42,82,53,6,8,15,2,0,29.2,27.0
"2011","E00174979","E00174979","Total",308,38,12,4,18,2,9,16,30,21,88,39,12,11,5,2,1,30.4,30.0
"2011","E00174981","E00174981","Total",319,1,1,1,0,2,4,41,213,27,20,7,0,2,0,0,0,23.3,22.0
"2011","E00017957","E00017957","Total",354,25,7,4,17,6,12,10,74,47,87,44,9,5,4,2,1,29.8,27.0
"2011","E00017962","E00017962","Total",339,24,13,7,11,2,8,8,35,37,68,38,10,27,23,18,10,40.2,34.0
"2011","E00017967","E00017967","Total",374,33,14,5,12,7,4,15,44,67,111,47,3,6,6,0,0,29.5,28.0
"2011","E00017973","E00017973","Total",564,53,24,26,47,15,26,14,49,59,129,63,14,21,21,3,0,29.6,26.5
"2011","E00018013","E00018013","Total",473,38,15,8,13,3,4,10,45,117,131,55,13,7,10,3,1,31.6,28.0
"2011","E00018017","E00018017","Total",595,49,26,18,49,11,18,16,85,75,130,64,16,25,11,2,0,29.4,27.0
"2011","E00018042","E00018042","Total",399,35,14,9,28,5,8,10,43,50,105,60,7,14,8,1,2,31.2,29.0
"2011","E00018043","E00018043","Total",598,33,28,23,34,6,21,12,71,91,124,90,17,37,9,2,0,32.1,28.5
"2011","E00018014","E00018014","Total",604,50,18,16,38,5,16,22,67,97,124,94,9,23,24,0,1,31.7,28.0
"2011","E00018018","E00018018","Total",525,49,20,15,36,6,14,21,46,61,119,80,19,22,14,0,3,31.8,29.0
"2011","E00018019","E00018019","Total",564,45,20,15,44,6,19,11,72,87,130,81,8,19,6,1,0,29.5,27.0
"2011","E00018021","E00018021","Total",584,39,16,17,37,10,18,17,77,116,115,70,16,16,20,0,0,30.4,27.0
"2011","E00018020","E00018020","Total",509,54,15,15,38,10,15,27,67,68,106,60,8,19,6,0,1,28.2,25.0
"2011","E00018022","E00018022","Total",485,38,26,21,37,2,22,31,43,52,113,63,10,14,8,4,1,29.1,26.0
"2011","E00018024","E00018024","Total",362,25,15,6,20,8,7,15,48,42,65,60,12,20,12,3,4,34.2,29.0
"2011","E00018025","E00018025","Total",423,33,18,14,25,8,14,10,54,37,118,48,8,23,13,0,0,31.2,29.0
"2011","E00017941","E00017941","Total",467,50,16,15,12,2,4,13,63,73,164,44,5,4,2,0,0,27.9,29.0
"2011","E00017943","E00017943","Total",393,25,12,5,10,1,4,10,55,60,92,36,8,11,41,9,14,38.8,32.0
"2011","E00017965","E00017965","Total",342,25,9,3,28,5,12,10,47,38,79,60,9,9,7,1,0,31.3,29.0
"2011","E00017970","E00017970","Total",254,20,12,7,23,2,9,7,19,28,64,37,6,10,7,2,1,31.5,29.5
"2011","E00017974","E00017974","Total",377,22,11,9,21,4,13,11,56,57,82,48,6,19,13,4,1,32.5,28.0
"2011","E00017942","E00017942","Total",459,28,7,7,32,8,7,13,63,103,110,52,9,13,6,0,1,30.0,27.0
"2011","E00017958","E00017958","Total",361,35,19,9,30,7,11,10,35,40,98,36,12,15,2,1,1,28.8,27.0
"2011","E00017961","E00017961","Total",408,32,13,10,15,5,5,3,72,100,89,43,10,7,1,2,1,28.9,27.0
"2011","E00017963","E00017963","Total",373,28,24,8,19,3,11,13,38,39,102,61,6,14,6,0,1,30.8,30.0
"2011","E00017968","E00017968","Total",326,27,21,7,26,3,9,6,24,28,86,53,10,16,5,2,3,32.7,32.0
"2011","E00017945","E00017945","Total",419,13,10,5,13,4,5,10,88,67,96,76,13,10,9,0,0,33.3,29.0
"2011","E00017972","E00017972","Total",398,15,9,6,14,6,8,11,48,67,106,55,22,16,13,2,0,35.0,31.0
"2011","E00017975","E00017975","Total",361,19,5,0,15,2,6,8,71,65,77,45,11,23,12,2,0,33.9,28.0
"2011","E00017977","E00017977","Total",333,23,11,4,14,3,2,4,59,51,86,42,15,15,3,1,0,32.1,29.0
"2011","E00017978","E00017978","Total",350,32,18,8,20,3,7,5,30,58,99,39,10,12,7,1,1,30.4,29.0
"2011","E00017956","E00017956","Total",403,21,11,7,20,7,11,14,35,57,125,60,15,10,10,0,0,33.1,31.0
"2011","E00017959","E00017959","Total",554,36,14,6,22,3,5,6,64,106,170,71,17,21,11,1,1,33.1,30.0
"2011","E00017960","E00017960","Total",355,21,14,9,10,2,8,6,40,75,91,48,5,14,11,0,1,32.1,28.0
"2011","E00017966","E00017966","Total",362,28,14,8,12,9,4,6,50,76,89,44,6,11,2,3,0,29.9,27.0
"2011","E00175040","E00175040","Total",250,22,8,2,10,3,4,2,31,68,80,17,2,0,1,0,0,27.1,28.0
"2011","E00175070","E00175070","Total",215,16,14,1,8,2,1,1,23,59,65,17,2,2,4,0,0,28.5,28.0
"2011","E00175079","E00175079","Total",263,19,9,5,5,1,2,2,28,73,97,16,1,5,0,0,0,28.2,29.0
"2011","E00175080","E00175080","Total",203,11,5,7,12,0,2,4,32,41,57,22,5,3,1,0,1,29.3,28.0
"2011","E00017834","E00017834","Total",293,24,6,5,12,2,5,8,38,50,61,47,4,16,14,1,0,33.8,29.0
"2011","E00017838","E00017838","Total",577,39,20,15,31,4,17,13,75,89,154,72,14,21,12,0,1,30.9,28.0
"2011","E00017841","E00017841","Total",461,26,19,10,28,5,11,13,55,68,86,72,18,26,20,3,1,34.4,29.0
"2011","E00175069","E00175069","Total",546,31,18,17,28,10,10,19,64,82,108,104,23,19,10,1,2,32.9,29.0
"2011","E00175082","E00175082","Total",502,41,15,17,24,3,7,16,63,69,128,76,10,19,11,2,1,31.7,29.0
"2011","E00017836","E00017836","Total",496,34,14,11,39,14,12,16,68,65,112,76,13,11,7,3,1,30.2,26.5
"2011","E00017837","E00017837","Total",531,39,12,18,35,9,12,17,63,77,120,81,11,19,15,2,1,31.8,28.0
"2011","E00017842","E00017842","Total",398,25,9,11,30,7,10,13,44,63,87,52,11,21,11,4,0,32.4,28.0
"2011","E00017848","E00017848","Total",402,21,13,9,21,9,12,18,56,56,74,67,11,17,14,1,3,32.9,28.0
"2011","E00017840","E00017840","Total",523,38,20,10,31,5,14,21,54,63,103,101,7,29,21,3,3,34.1,30.0
"2011","E00017843","E00017843","Total",423,44,24,18,28,7,10,12,56,49,80,53,9,18,12,1,2,29.2,26.0
"2011","E00017846","E00017846","Total",469,36,13,11,18,3,8,12,67,101,134,39,9,9,7,2,0,29.4,27.0
"2011","E00017852","E00017852","Total",582,46,17,8,24,7,22,18,76,102,121,77,21,31,10,0,2,32.1,28.0
"2011","E00017839","E00017839","Total",490,18,15,13,33,8,18,17,51,67,95,88,18,29,16,3,1,34.9,30.0
"2011","E00017844","E00017844","Total",612,47,16,8,31,8,16,16,87,87,132,90,15,31,22,4,2,33.0,29.0
"2011","E00017845","E00017845","Total",406,21,13,13,15,9,11,7,30,71,97,51,14,35,15,1,3,35.4,31.0
"2011","E00017850","E00017850","Total",494,39,13,11,46,11,14,13,53,63,122,66,13,17,10,2,1,30.5,28.0
"2011","E00017854","E00017854","Total",340,38,19,7,28,6,12,7,37,43,74,50,6,10,3,0,0,27.9,27.0
"2011","E00017855","E00017855","Total",523,36,26,15,34,14,11,21,88,51,111,67,13,18,16,2,0,30.2,26.0
"2011","E00017856","E00017856","Total",572,55,29,21,39,9,21,13,52,65,135,81,13,24,12,2,1,30.2,28.0
"2011","E00175059","E00175059","Total",568,33,24,16,41,9,14,22,62,85,119,86,19,16,18,3,1,31.7,28.0
