"date","geography","geography code","Rural Urban","Age: All usual residents; measures: Value","Age: Age 0 to 4; measures: Value","Age: Age 5 to 7; measures: Value","Age: Age 8 to 9; measures: Value","Age: Age 10 to 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16 to 17; measures: Value","Age: Age 18 to 19; measures: Value","Age: Age 20 to 24; measures: Value","Age: Age 25 to 29; measures: Value","Age: Age 30 to 44; measures: Value","Age: Age 45 to 59; measures: Value","Age: Age 60 to 64; measures: Value","Age: Age 65 to 74; measures: Value","Age: Age 75 to 84; measures: Value","Age: Age 85 to 89; measures: Value","Age: Age 90 and over; measures: Value","Age: Mean Age; measures: Value","Age: Median Age; measures: Value"
"2011","E00004429","E00004429","Total",253,17,3,1,10,2,4,2,10,25,86,47,14,23,8,1,0,39.0,37.0
"2011","E00004409","E00004409","Total",250,8,12,5,13,0,3,6,21,34,51,45,15,22,13,2,0,39.1,37.0
"2011","E00004410","E00004410","Total",260,16,14,6,15,6,4,3,5,7,85,51,13,16,16,0,3,38.9,39.5
"2011","E00004415","E00004415","Total",303,25,21,7,6,3,3,6,8,22,99,54,16,15,16,0,2,37.1,39.0
"2011","E00004419","E00004419","Total",244,12,10,0,8,0,1,2,12,48,112,18,8,9,3,1,0,33.4,32.0
"2011","E00004422","E00004422","Total",183,8,8,3,5,0,2,4,9,20,50,28,14,16,14,1,1,41.0,39.0
"2011","E00004428","E00004428","Total",220,19,9,2,2,0,1,2,3,18,85,25,6,15,26,7,0,41.8,38.0
"2011","E00004430","E00004430","Total",170,3,3,0,2,0,2,0,4,8,21,11,23,20,32,21,20,63.6,68.0
"2011","E00004402","E00004402","Total",251,17,7,2,7,2,2,2,7,12,96,41,8,20,20,3,5,42.2,39.0
"2011","E00004420","E00004420","Total",266,18,11,6,14,3,6,2,3,21,77,45,9,30,14,6,1,39.6,38.0
"2011","E00004424","E00004424","Total",228,12,6,2,3,2,1,0,10,38,83,27,16,14,11,0,3,39.3,36.0
"2011","E00004425","E00004425","Total",352,28,8,7,19,4,7,2,23,29,81,70,23,29,11,9,2,39.0,38.5
"2011","E00004426","E00004426","Total",299,14,12,6,13,3,3,2,9,26,91,58,10,34,13,2,3,40.2,40.0
"2011","E00004427","E00004427","Total",296,25,15,13,21,1,3,2,8,10,48,63,18,36,16,12,5,42.4,45.0
"2011","E00004403","E00004403","Total",282,10,9,6,13,2,5,5,10,16,51,53,39,36,20,4,3,45.6,48.0
"2011","E00004405","E00004405","Total",304,16,19,7,29,2,3,4,7,16,75,68,19,24,14,0,1,38.2,40.0
"2011","E00004406","E00004406","Total",238,11,6,6,9,2,7,0,3,14,52,51,28,26,17,5,1,44.9,48.0
"2011","E00004407","E00004407","Total",341,16,10,7,16,4,6,5,12,25,68,60,26,34,39,8,5,45.3,45.0
"2011","E00004408","E00004408","Total",259,22,14,9,7,4,4,3,4,11,74,59,7,22,17,2,0,39.3,41.0
"2011","E00004413","E00004413","Total",243,37,10,7,16,1,2,2,5,7,88,44,9,12,3,0,0,32.4,37.0
"2011","E00004483","E00004483","Total",284,17,11,6,3,3,8,10,6,26,89,50,16,23,12,4,0,39.2,38.0
"2011","E00004485","E00004485","Total",274,14,5,8,19,2,11,4,8,23,78,59,12,17,11,0,3,37.9,36.0
"2011","E00004513","E00004513","Total",273,17,12,6,16,6,6,8,7,23,53,56,17,29,14,1,2,39.6,40.0
"2011","E00004514","E00004514","Total",284,12,12,5,15,4,7,5,15,21,60,43,28,46,10,1,0,41.3,43.0
"2011","E00004516","E00004516","Total",357,19,13,8,17,1,7,8,20,40,65,73,29,27,20,8,2,40.3,39.0
"2011","E00004484","E00004484","Total",299,20,12,11,18,1,3,5,14,34,84,50,20,19,3,1,4,36.1,37.0
"2011","E00004488","E00004488","Total",211,11,12,8,25,7,8,4,9,10,34,43,10,15,12,2,1,36.2,39.0
"2011","E00004512","E00004512","Total",269,16,6,6,13,5,4,3,12,29,70,56,7,21,17,3,1,39.6,38.0
"2011","E00004515","E00004515","Total",259,9,13,3,6,1,3,3,9,29,87,45,12,19,16,4,0,40.4,39.0
"2011","E00004518","E00004518","Total",247,18,9,8,12,4,4,4,13,16,66,47,12,15,13,2,4,38.0,37.0
"2011","E00004519","E00004519","Total",274,28,18,6,10,2,4,2,8,20,71,48,14,18,21,4,0,38.0,38.0
"2011","E00004575","E00004575","Total",342,10,8,3,11,3,3,4,39,74,111,48,6,17,3,2,0,33.9,31.0
"2011","E00004578","E00004578","Total",283,10,5,3,9,3,3,5,23,50,113,42,3,12,2,0,0,33.8,32.0
"2011","E00004580","E00004580","Total",301,15,7,3,12,5,2,4,21,51,107,40,12,14,4,4,0,35.0,33.0
"2011","E00004581","E00004581","Total",236,8,4,4,20,2,4,5,21,32,70,40,6,17,2,1,0,34.9,32.0
"2011","E00004582","E00004582","Total",279,22,11,8,13,2,2,4,14,31,79,51,14,21,7,0,0,35.9,36.0
"2011","E00004593","E00004593","Total",525,35,9,13,12,4,17,5,63,103,191,45,6,17,3,1,1,30.4,30.0
"2011","E00004587","E00004587","Total",264,16,3,5,11,6,8,9,22,36,53,59,18,10,6,2,0,36.2,33.0
"2011","E00004589","E00004589","Total",277,20,9,10,9,4,5,12,15,22,77,52,20,18,3,1,0,36.0,37.0
"2011","E00004590","E00004590","Total",215,20,3,1,8,1,2,2,12,42,65,33,12,9,4,0,1,34.9,32.0
"2011","E00004592","E00004592","Total",197,11,4,2,7,0,4,8,8,20,60,45,11,13,4,0,0,38.5,39.0
"2011","E00004595","E00004595","Total",315,17,13,4,9,3,1,6,11,23,90,43,13,26,35,8,13,44.8,41.0
"2011","E00004596","E00004596","Total",226,20,8,1,4,1,3,7,23,24,62,42,11,12,6,0,2,36.3,36.5
"2011","E00004576","E00004576","Total",354,33,10,13,27,5,10,7,18,27,88,60,23,15,15,3,0,34.9,34.0
"2011","E00004577","E00004577","Total",334,15,11,7,17,3,4,6,16,32,72,54,13,29,29,9,17,43.9,40.0
"2011","E00004579","E00004579","Total",253,21,8,4,15,3,5,2,13,23,73,45,15,18,6,2,0,36.0,34.0
"2011","E00004583","E00004583","Total",373,20,13,3,23,2,11,7,25,40,86,71,20,37,14,0,1,38.1,36.0
"2011","E00004584","E00004584","Total",367,16,11,8,16,0,5,6,23,46,112,83,9,15,12,5,0,37.1,35.0
"2011","E00004323","E00004323","Total",591,18,9,3,11,6,5,201,149,54,76,33,10,7,6,1,2,25.5,20.0
"2011","E00004328","E00004328","Total",260,17,6,3,8,2,2,1,11,33,78,27,16,17,23,9,7,42.4,36.0
"2011","E00004353","E00004353","Total",251,10,6,4,10,1,7,1,7,18,65,23,23,33,28,14,1,47.2,43.0
"2011","E00004354","E00004354","Total",250,13,4,7,6,1,1,6,9,22,64,46,18,27,20,3,3,43.9,42.0
"2011","E00004358","E00004358","Total",272,24,6,2,11,4,7,3,18,23,65,48,15,20,16,6,4,39.9,38.0
"2011","E00004324","E00004324","Total",299,34,19,5,12,4,7,4,7,14,82,50,16,25,15,1,4,37.2,38.0
"2011","E00004325","E00004325","Total",235,21,11,9,9,1,2,1,11,8,63,48,13,19,15,0,4,39.6,40.0
"2011","E00004330","E00004330","Total",294,23,12,5,10,0,0,2,15,43,117,46,9,6,3,0,3,33.6,35.0
"2011","E00004355","E00004355","Total",261,19,11,2,6,2,2,2,15,19,73,46,10,23,23,5,3,41.8,39.0
"2011","E00004361","E00004361","Total",369,8,2,1,10,2,14,72,76,20,46,46,15,32,22,3,0,35.5,24.0
"2011","E00004327","E00004327","Total",320,38,14,7,13,2,5,2,7,18,100,53,16,23,13,4,5,37.3,37.0
"2011","E00004329","E00004329","Total",342,23,7,13,29,1,2,4,13,49,85,44,5,22,16,15,14,39.0,33.5
"2011","E00004356","E00004356","Total",315,28,18,9,23,4,9,8,7,21,81,70,14,13,8,2,0,34.1,36.0
"2011","E00004357","E00004357","Total",350,45,18,12,31,4,6,2,5,9,121,62,15,6,13,1,0,32.9,38.0
"2011","E00004360","E00004360","Total",275,22,10,5,14,0,2,8,4,6,91,58,16,22,15,2,0,39.5,40.0
"2011","E00004322","E00004322","Total",296,24,13,3,22,1,0,6,16,17,68,49,19,35,21,2,0,40.2,39.5
"2011","E00004347","E00004347","Total",247,19,11,9,14,2,5,4,18,11,67,50,17,10,5,5,0,36.1,38.0
"2011","E00004348","E00004348","Total",279,17,12,10,14,3,6,5,19,38,71,49,10,14,8,2,1,34.6,33.0
"2011","E00004349","E00004349","Total",344,29,18,11,28,5,11,6,12,13,88,65,20,24,5,7,2,35.7,37.0
"2011","E00004352","E00004352","Total",303,28,10,3,26,5,10,3,4,13,83,60,15,25,14,4,0,38.1,39.0
"2011","E00004345","E00004345","Total",309,25,14,10,14,1,7,0,8,12,77,52,23,41,18,6,1,41.3,41.0
"2011","E00004346","E00004346","Total",299,17,18,5,13,3,6,6,12,26,38,49,10,33,30,17,16,46.4,46.0
"2011","E00004350","E00004350","Total",268,19,16,6,9,1,2,2,10,16,60,36,24,32,23,10,2,43.6,43.0
"2011","E00004351","E00004351","Total",294,19,8,2,11,3,8,6,16,14,66,57,11,43,23,6,1,43.5,43.5
"2011","E00004359","E00004359","Total",314,28,12,11,19,3,3,1,12,17,73,55,26,28,19,5,2,40.1,41.0
"2011","E00004295","E00004295","Total",389,16,6,5,10,3,11,5,29,61,102,66,24,22,23,2,4,39.2,35.0
"2011","E00004296","E00004296","Total",383,37,16,13,30,3,3,5,28,31,90,79,15,19,10,3,1,33.7,32.0
"2011","E00004298","E00004298","Total",311,16,6,6,27,5,5,2,23,43,62,70,17,13,11,2,3,36.7,35.0
"2011","E00004303","E00004303","Total",299,20,4,5,13,2,5,6,9,38,58,69,27,31,5,5,2,40.8,40.0
"2011","E00004311","E00004311","Total",282,20,18,9,22,0,6,2,10,19,92,48,10,12,11,2,1,35.0,37.0
"2011","E00004300","E00004300","Total",273,12,8,5,14,3,8,6,29,42,55,57,10,17,7,0,0,35.4,32.0
"2011","E00004301","E00004301","Total",503,25,11,9,21,2,9,7,33,79,196,72,23,8,8,0,0,33.3,31.0
"2011","E00004302","E00004302","Total",303,21,8,4,16,1,4,2,19,56,90,45,11,15,7,4,0,34.8,32.0
"2011","E00004314","E00004314","Total",318,20,3,6,11,1,5,11,23,71,112,37,4,5,5,3,1,32.1,30.0
"2011","E00004316","E00004316","Total",244,5,4,2,6,0,2,3,22,40,87,49,11,12,0,0,1,36.6,35.0
"2011","E00004319","E00004319","Total",261,11,1,0,4,0,1,0,15,70,102,36,6,6,5,1,3,35.8,32.0
"2011","E00004307","E00004307","Total",368,36,15,6,14,2,2,2,19,36,93,59,29,33,13,6,3,38.8,37.0
"2011","E00004308","E00004308","Total",278,16,8,8,13,3,1,10,14,32,83,44,18,15,10,2,1,36.8,34.0
"2011","E00004312","E00004312","Total",321,27,6,4,12,2,8,8,11,49,101,41,16,21,12,2,1,36.1,33.0
"2011","E00004317","E00004317","Total",390,20,15,7,9,2,9,4,29,81,124,55,12,12,10,1,0,33.4,31.0
"2011","E00004318","E00004318","Total",282,14,3,0,6,5,3,14,24,40,87,45,12,21,5,2,1,36.8,32.0
"2011","E00004305","E00004305","Total",355,25,17,11,17,1,6,9,37,25,107,43,10,35,9,3,0,34.8,34.0
"2011","E00004306","E00004306","Total",315,25,10,4,1,0,7,4,15,33,108,46,15,19,18,6,4,39.5,36.0
"2011","E00004310","E00004310","Total",306,32,8,2,13,2,6,4,17,37,87,41,20,16,13,3,5,36.6,34.0
"2011","E00004313","E00004313","Total",279,14,9,3,7,2,4,0,7,41,108,27,13,30,12,2,0,38.6,35.0
"2011","E00004315","E00004315","Total",304,15,1,3,3,2,1,3,28,39,123,41,10,23,8,3,1,37.6,33.0
"2011","E00004285","E00004285","Total",270,12,4,2,6,0,3,0,16,60,102,31,10,13,7,3,1,36.3,33.0
"2011","E00004297","E00004297","Total",319,15,5,0,6,0,2,4,36,54,103,37,16,29,9,1,2,37.8,34.0
"2011","E00004299","E00004299","Total",302,31,9,7,11,2,4,0,11,29,84,55,16,23,16,2,2,38.1,37.0
"2011","E00004304","E00004304","Total",397,28,10,5,8,2,10,10,32,63,128,54,15,20,7,3,2,34.4,31.0
"2011","E00004309","E00004309","Total",286,34,9,6,5,1,6,4,10,39,103,45,12,7,4,1,0,32.4,33.0
"2011","E00004381","E00004381","Total",286,20,10,6,11,3,11,3,4,34,89,55,12,25,2,1,0,36.5,37.0
"2011","E00004384","E00004384","Total",220,13,7,7,9,1,6,3,18,14,53,45,9,17,12,6,0,39.3,38.0
"2011","E00004385","E00004385","Total",226,19,10,4,11,7,4,3,7,28,59,54,4,6,7,2,1,34.5,34.5
"2011","E00004389","E00004389","Total",275,20,12,6,11,3,5,0,15,20,91,49,16,21,4,0,2,36.7,37.0
"2011","E00004392","E00004392","Total",239,9,5,8,14,4,6,4,17,16,38,47,18,33,14,5,1,42.6,44.0
"2011","E00004394","E00004394","Total",199,12,8,5,16,1,3,3,10,17,65,33,15,7,4,0,0,34.7,33.0
"2011","E00004365","E00004365","Total",251,13,7,3,4,0,1,1,16,39,114,31,6,9,6,1,0,35.0,33.0
"2011","E00004383","E00004383","Total",206,7,4,2,9,1,3,2,7,25,62,39,17,16,7,3,2,41.4,38.5
"2011","E00004387","E00004387","Total",203,10,7,6,3,0,2,1,7,26,73,31,8,14,3,7,5,39.6,35.0
"2011","E00004390","E00004390","Total",275,18,14,1,8,3,3,1,15,52,72,41,16,16,12,0,3,36.6,33.0
"2011","E00004393","E00004393","Total",280,20,12,6,19,8,7,5,19,25,69,49,12,18,8,1,2,34.8,33.0
"2011","E00004395","E00004395","Total",271,16,4,6,11,0,8,4,14,44,88,37,12,13,11,2,1,35.7,32.0
"2011","E00004382","E00004382","Total",291,28,8,6,14,2,4,18,9,25,95,42,14,15,10,1,0,34.2,34.0
"2011","E00004386","E00004386","Total",258,23,12,4,12,6,4,15,6,25,57,54,13,15,10,2,0,35.8,35.0
"2011","E00004388","E00004388","Total",235,6,5,10,17,5,3,3,3,14,80,48,17,10,12,1,1,39.3,40.0
"2011","E00004391","E00004391","Total",310,31,13,9,12,2,4,2,14,37,99,39,14,22,10,1,1,35.0,35.0
"2011","E00004396","E00004396","Total",279,17,8,9,16,2,9,6,28,20,52,75,16,10,10,1,0,36.4,37.0
"2011","E00004398","E00004398","Total",232,18,6,5,17,3,5,5,15,22,61,37,8,15,12,2,1,36.3,33.0
"2011","E00004367","E00004367","Total",347,25,18,7,30,6,8,10,25,29,83,59,10,13,19,3,2,34.3,32.0
"2011","E00004368","E00004368","Total",362,26,12,13,12,0,5,4,12,36,126,62,9,26,14,5,0,37.4,36.5
"2011","E00004372","E00004372","Total",305,26,17,10,15,7,10,7,29,18,77,45,10,27,5,2,0,33.1,32.0
"2011","E00004375","E00004375","Total",253,25,8,2,5,1,2,2,6,24,71,39,14,35,13,3,3,41.3,40.0
"2011","E00004378","E00004378","Total",309,34,7,2,14,7,4,1,17,27,104,48,12,21,10,1,0,35.6,35.0
"2011","E00004379","E00004379","Total",267,12,7,2,10,2,5,3,15,22,76,50,18,16,12,11,6,42.3,38.0
"2011","E00004441","E00004441","Total",265,28,5,2,4,1,2,2,16,43,76,44,17,15,8,1,1,36.3,33.0
"2011","E00004447","E00004447","Total",106,3,1,0,3,1,2,0,2,5,19,8,5,31,15,8,3,56.4,66.0
"2011","E00004451","E00004451","Total",263,16,6,5,4,4,8,11,15,25,75,44,19,17,11,1,2,38.4,36.0
"2011","E00004452","E00004452","Total",316,19,9,4,19,3,13,6,20,44,80,52,17,17,6,3,4,35.7,34.0
"2011","E00004457","E00004457","Total",246,31,3,1,1,2,4,6,5,21,88,44,15,16,6,2,1,37.6,36.0
"2011","E00004480","E00004480","Total",243,11,2,3,1,0,2,6,18,36,73,38,13,13,19,2,6,41.8,38.0
"2011","E00004362","E00004362","Total",336,18,18,9,29,7,13,12,32,21,83,54,12,15,9,3,1,32.9,31.0
"2011","E00004370","E00004370","Total",243,14,3,2,18,1,4,2,20,16,47,49,16,19,20,6,6,43.3,43.0
"2011","E00004376","E00004376","Total",401,20,6,10,25,7,11,13,42,41,98,83,11,22,10,2,0,35.0,32.0
"2011","E00004397","E00004397","Total",298,15,10,13,19,6,12,14,28,27,61,59,15,14,4,1,0,33.2,31.0
"2011","E00004399","E00004399","Total",392,34,26,13,39,4,10,11,26,40,75,56,14,18,17,6,3,32.6,28.5
"2011","E00004363","E00004363","Total",416,26,19,16,25,9,22,26,31,35,83,72,6,28,15,2,1,33.1,29.0
"2011","E00004366","E00004366","Total",281,14,8,3,18,3,6,2,26,9,50,83,18,22,12,6,1,41.8,45.0
"2011","E00004369","E00004369","Total",267,15,10,10,14,3,6,3,10,20,55,43,17,35,18,7,1,41.7,40.0
"2011","E00004373","E00004373","Total",336,16,10,10,31,2,7,9,24,26,66,67,17,31,17,3,0,38.2,35.0
"2011","E00004400","E00004400","Total",340,23,12,7,11,4,6,2,16,30,57,88,11,21,39,8,5,43.5,45.0
"2011","E00004364","E00004364","Total",550,34,21,14,25,6,15,8,48,57,135,80,28,30,24,17,8,37.3,33.0
"2011","E00004371","E00004371","Total",227,10,17,2,24,2,6,6,24,28,41,35,9,14,4,5,0,33.0,28.0
"2011","E00004374","E00004374","Total",229,31,7,2,17,2,5,6,14,39,40,42,10,8,6,0,0,31.4,28.0
"2011","E00004377","E00004377","Total",222,12,9,8,21,6,9,8,14,22,41,45,4,16,7,0,0,33.4,31.5
"2011","E00004380","E00004380","Total",347,14,15,6,28,8,12,14,44,40,65,43,9,24,18,5,2,34.6,29.0
"2011","E00004444","E00004444","Total",432,36,31,18,37,6,7,11,31,62,100,52,12,21,6,0,2,29.4,28.0
"2011","E00004445","E00004445","Total",236,14,4,4,6,1,4,12,22,24,67,40,15,13,7,1,2,37.1,36.0
"2011","E00004454","E00004454","Total",473,35,24,18,45,4,18,10,34,48,107,84,11,18,11,4,2,31.8,30.0
"2011","E00004456","E00004456","Total",322,39,17,15,21,3,8,7,30,31,56,56,13,15,8,2,1,31.1,28.0
"2011","E00174669","E00174669","Total",514,43,16,23,34,9,11,29,115,53,110,48,9,4,8,1,1,26.7,24.0
"2011","E00004563","E00004563","Total",579,29,14,14,22,7,9,114,87,61,115,62,14,19,8,4,0,29.3,23.0
"2011","E00004566","E00004566","Total",284,19,12,7,11,2,12,4,9,25,89,62,4,12,11,2,3,36.1,35.0
"2011","E00004568","E00004568","Total",359,16,8,5,13,1,8,5,48,67,105,41,13,15,10,4,0,34.1,30.0
"2011","E00004569","E00004569","Total",325,17,10,3,12,3,5,3,26,41,82,65,17,21,19,1,0,38.7,37.0
"2011","E00004570","E00004570","Total",316,25,9,5,13,0,1,2,24,28,88,43,17,36,24,0,1,39.8,39.0
"2011","E00004571","E00004571","Total",333,14,9,2,11,0,7,8,29,54,102,51,17,18,9,2,0,36.2,33.0
"2011","E00004572","E00004572","Total",382,28,9,6,12,0,1,6,47,73,133,41,7,6,11,0,2,31.9,30.0
"2011","E00004573","E00004573","Total",335,20,8,3,13,4,7,7,35,44,67,74,18,20,12,1,2,37.2,34.0
"2011","E00004574","E00004574","Total",372,20,15,7,7,2,2,3,43,47,119,54,14,26,8,3,2,36.2,34.5
"2011","E00004321","E00004321","Total",357,27,8,6,17,2,5,11,52,37,90,50,12,22,10,7,1,34.7,31.0
"2011","E00004326","E00004326","Total",265,15,10,5,43,0,2,5,10,17,61,60,5,13,16,2,1,35.1,36.0
"2011","E00004331","E00004331","Total",281,18,9,6,19,0,3,5,17,29,90,50,5,15,11,2,2,35.5,33.0
"2011","E00004336","E00004336","Total",347,16,3,2,24,1,1,7,29,89,105,48,7,11,4,0,0,31.9,30.0
"2011","E00004337","E00004337","Total",260,20,8,3,13,2,1,5,17,31,66,49,9,21,11,4,0,37.3,35.0
"2011","E00004320","E00004320","Total",268,16,13,7,13,1,5,3,7,11,82,53,17,26,12,2,0,40.1,41.0
"2011","E00004333","E00004333","Total",247,9,2,5,11,0,1,0,3,30,85,49,19,20,8,3,2,41.8,39.0
"2011","E00004335","E00004335","Total",295,22,10,2,7,3,2,2,22,33,103,50,8,18,12,0,1,36.7,35.0
"2011","E00004338","E00004338","Total",271,20,14,12,19,2,3,0,10,30,88,33,4,24,12,0,0,34.4,33.0
"2011","E00004341","E00004341","Total",235,16,3,7,3,0,0,0,8,35,90,44,8,12,8,1,0,37.3,36.0
"2011","E00004342","E00004342","Total",197,12,8,0,7,0,4,2,11,32,61,35,7,8,6,2,2,36.8,36.0
"2011","E00004332","E00004332","Total",189,17,7,5,7,2,1,2,4,31,58,20,8,10,10,6,1,36.6,33.0
"2011","E00004334","E00004334","Total",212,21,3,7,9,1,2,2,2,15,72,39,10,17,7,1,4,39.2,38.5
"2011","E00004339","E00004339","Total",234,13,6,2,9,1,2,0,11,45,85,21,6,20,5,6,2,37.3,34.0
"2011","E00004340","E00004340","Total",221,5,2,4,7,0,3,10,43,55,55,18,1,12,4,1,1,31.9,27.0
"2011","E00004343","E00004343","Total",221,16,3,2,8,0,3,1,7,19,103,22,15,11,10,0,1,37.6,36.0
"2011","E00004344","E00004344","Total",249,15,6,1,3,0,2,1,28,44,83,25,9,12,12,4,4,37.1,32.0
"2011","E00004431","E00004431","Total",265,28,10,6,19,4,7,1,2,11,71,49,17,21,13,3,3,38.1,38.0
"2011","E00004432","E00004432","Total",272,23,9,4,5,0,1,5,6,29,87,48,18,21,10,6,0,39.5,38.0
"2011","E00004433","E00004433","Total",300,27,11,8,7,2,3,2,10,22,109,49,11,18,15,2,4,37.7,35.0
"2011","E00004437","E00004437","Total",260,14,12,8,11,1,3,3,10,20,80,48,7,24,8,6,5,40.0,39.0
"2011","E00004439","E00004439","Total",245,21,13,4,9,2,3,3,1,10,76,38,18,19,16,6,6,41.6,40.0
"2011","E00004440","E00004440","Total",255,20,13,8,12,1,5,0,7,22,72,44,14,16,14,6,1,38.9,40.0
"2011","E00004435","E00004435","Total",249,7,4,3,10,1,4,2,18,42,61,39,18,19,15,4,2,40.9,37.0
"2011","E00004436","E00004436","Total",333,20,5,4,10,2,1,2,19,31,87,50,30,38,25,5,4,43.8,40.0
"2011","E00004438","E00004438","Total",229,14,7,2,0,1,2,3,25,45,79,19,7,12,7,3,3,35.4,32.0
"2011","E00174668","E00174668","Total",278,13,5,8,22,6,6,7,23,26,57,44,15,27,11,5,3,38.3,33.0
"2011","E00174670","E00174670","Total",284,53,23,5,12,0,0,2,13,16,110,34,3,6,5,1,1,28.0,31.0
"2011","E00174672","E00174672","Total",245,8,5,0,5,0,1,0,14,46,132,28,3,2,1,0,0,33.0,32.0
