"date","geography","geography code","Rural Urban","Sex: All persons; Occupation: All categories: Occupation; measures: Value","Sex: All persons; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: All persons; Occupation: 2. Professional occupations; measures: Value","Sex: All persons; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: All persons; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: All persons; Occupation: 5. Skilled trades occupations; measures: Value","Sex: All persons; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: All persons; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: All persons; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: All persons; Occupation: 9. Elementary occupations; measures: Value","Sex: Males; Occupation: All categories: Occupation; measures: Value","Sex: Males; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Males; Occupation: 2. Professional occupations; measures: Value","Sex: Males; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Males; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Males; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Males; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Males; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Males; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Males; Occupation: 9. Elementary occupations; measures: Value","Sex: Females; Occupation: All categories: Occupation; measures: Value","Sex: Females; Occupation: 1. Managers, directors and senior officials; measures: Value","Sex: Females; Occupation: 2. Professional occupations; measures: Value","Sex: Females; Occupation: 3. Associate professional and technical occupations; measures: Value","Sex: Females; Occupation: 4. Administrative and secretarial occupations; measures: Value","Sex: Females; Occupation: 5. Skilled trades occupations; measures: Value","Sex: Females; Occupation: 6. Caring, leisure and other service occupations; measures: Value","Sex: Females; Occupation: 7. Sales and customer service occupations; measures: Value","Sex: Females; Occupation: 8. Process plant and machine operatives; measures: Value","Sex: Females; Occupation: 9. Elementary occupations; measures: Value"
"2011","E00055432","E00055432","Total",124,7,10,5,15,13,9,16,20,29,77,5,1,4,6,11,2,10,20,18,47,2,9,1,9,2,7,6,0,11
"2011","E00055435","E00055435","Total",104,8,12,11,9,12,8,13,21,10,74,6,8,6,5,12,1,10,19,7,30,2,4,5,4,0,7,3,2,3
"2011","E00055445","E00055445","Total",148,11,20,8,12,20,11,20,37,9,105,9,13,6,6,18,1,11,35,6,43,2,7,2,6,2,10,9,2,3
"2011","E00055450","E00055450","Total",145,7,11,14,10,10,16,21,40,16,99,5,7,7,4,9,3,12,39,13,46,2,4,7,6,1,13,9,1,3
"2011","E00054966","E00054966","Total",136,19,23,23,14,18,10,11,6,12,75,10,12,15,4,16,3,6,6,3,61,9,11,8,10,2,7,5,0,9
"2011","E00054968","E00054968","Total",185,21,39,33,37,15,11,12,10,7,91,18,13,22,6,14,1,5,10,2,94,3,26,11,31,1,10,7,0,5
"2011","E00054995","E00054995","Total",126,14,20,18,15,9,16,13,11,10,65,11,8,10,2,9,2,6,10,7,61,3,12,8,13,0,14,7,1,3
"2011","E00054996","E00054996","Total",156,15,24,25,25,13,12,17,15,10,78,11,9,13,6,11,2,6,14,6,78,4,15,12,19,2,10,11,1,4
"2011","E00054997","E00054997","Total",172,13,25,21,30,15,27,12,13,16,90,9,14,11,6,13,8,6,13,10,82,4,11,10,24,2,19,6,0,6
"2011","E00054963","E00054963","Total",149,29,34,25,14,14,7,16,3,7,79,19,13,16,4,13,1,4,3,6,70,10,21,9,10,1,6,12,0,1
"2011","E00054965","E00054965","Total",154,26,45,25,29,13,7,2,0,7,85,19,21,17,9,12,2,1,0,4,69,7,24,8,20,1,5,1,0,3
"2011","E00054972","E00054972","Total",110,19,33,17,14,5,7,7,3,5,54,17,13,10,4,4,0,3,1,2,56,2,20,7,10,1,7,4,2,3
"2011","E00054977","E00054977","Total",151,16,38,23,23,9,17,9,6,10,77,13,18,15,3,9,2,5,6,6,74,3,20,8,20,0,15,4,0,4
"2011","E00054979","E00054979","Total",122,19,32,14,15,13,10,8,4,7,61,11,17,6,3,12,1,3,3,5,61,8,15,8,12,1,9,5,1,2
"2011","E00054964","E00054964","Total",182,34,33,31,24,21,11,15,7,6,100,27,11,18,7,19,3,6,5,4,82,7,22,13,17,2,8,9,2,2
"2011","E00054970","E00054970","Total",162,22,29,24,22,15,15,7,17,11,88,14,14,11,3,15,5,4,16,6,74,8,15,13,19,0,10,3,1,5
"2011","E00054971","E00054971","Total",147,27,31,25,21,9,11,7,8,8,79,18,10,17,5,9,6,4,7,3,68,9,21,8,16,0,5,3,1,5
"2011","E00054974","E00054974","Total",195,32,29,35,33,18,13,18,7,10,103,20,13,22,11,16,1,7,7,6,92,12,16,13,22,2,12,11,0,4
"2011","E00054998","E00054998","Total",87,14,14,7,10,11,10,2,10,9,51,12,4,6,2,9,4,0,8,6,36,2,10,1,8,2,6,2,2,3
"2011","E00054976","E00054976","Total",194,22,46,27,34,24,15,9,3,14,100,17,15,19,8,23,3,4,3,8,94,5,31,8,26,1,12,5,0,6
"2011","E00054980","E00054980","Total",117,13,18,12,11,13,10,8,13,19,61,8,10,8,2,12,2,0,12,7,56,5,8,4,9,1,8,8,1,12
"2011","E00054981","E00054981","Total",149,19,15,22,23,18,20,14,8,10,74,13,4,16,6,17,2,2,8,6,75,6,11,6,17,1,18,12,0,4
"2011","E00054983","E00054983","Total",22,0,6,1,4,2,1,1,3,4,9,0,2,0,1,2,0,0,3,1,13,0,4,1,3,0,1,1,0,3
"2011","E00054985","E00054985","Total",138,17,36,22,24,13,8,4,4,10,71,13,17,14,4,13,3,1,4,2,67,4,19,8,20,0,5,3,0,8
"2011","E00054987","E00054987","Total",142,20,26,32,19,12,10,5,9,9,68,11,9,15,2,12,3,2,8,6,74,9,17,17,17,0,7,3,1,3
"2011","E00055261","E00055261","Total",138,8,16,10,12,16,9,17,27,23,91,8,11,5,5,15,3,8,27,9,47,0,5,5,7,1,6,9,0,14
"2011","E00055267","E00055267","Total",146,8,13,5,15,15,13,13,21,43,87,4,7,3,8,12,3,6,18,26,59,4,6,2,7,3,10,7,3,17
"2011","E00055269","E00055269","Total",120,0,12,5,11,10,9,11,34,28,89,0,5,4,6,10,5,4,31,24,31,0,7,1,5,0,4,7,3,4
"2011","E00055270","E00055270","Total",107,6,12,6,9,13,9,20,18,14,65,4,5,4,1,13,1,12,14,11,42,2,7,2,8,0,8,8,4,3
"2011","E00055266","E00055266","Total",77,3,5,4,6,14,10,6,16,13,47,2,2,2,3,12,3,2,14,7,30,1,3,2,3,2,7,4,2,6
"2011","E00055268","E00055268","Total",28,0,1,0,2,4,5,2,9,5,20,0,1,0,2,2,1,2,9,3,8,0,0,0,0,2,4,0,0,2
"2011","E00055272","E00055272","Total",110,3,6,8,12,10,14,15,28,14,64,2,3,5,2,9,4,5,26,8,46,1,3,3,10,1,10,10,2,6
"2011","E00055273","E00055273","Total",104,4,8,5,9,7,11,17,18,25,67,3,3,3,4,6,4,10,18,16,37,1,5,2,5,1,7,7,0,9
"2011","E00055279","E00055279","Total",70,1,6,5,1,5,16,4,11,21,52,1,5,4,1,5,7,2,11,16,18,0,1,1,0,0,9,2,0,5
"2011","E00055271","E00055271","Total",43,1,2,3,3,9,4,3,6,12,30,0,0,3,1,8,2,1,6,9,13,1,2,0,2,1,2,2,0,3
"2011","E00055274","E00055274","Total",167,15,20,9,10,16,12,31,32,22,113,13,13,7,4,13,3,18,28,14,54,2,7,2,6,3,9,13,4,8
"2011","E00055276","E00055276","Total",44,2,1,3,1,6,9,5,8,9,29,2,0,2,0,5,4,1,8,7,15,0,1,1,1,1,5,4,0,2
"2011","E00055278","E00055278","Total",173,10,22,19,12,18,22,29,27,14,115,8,16,12,4,18,4,19,25,9,58,2,6,7,8,0,18,10,2,5
"2011","E00055275","E00055275","Total",135,7,9,15,8,10,9,13,26,38,89,6,7,10,2,10,1,6,21,26,46,1,2,5,6,0,8,7,5,12
"2011","E00055277","E00055277","Total",89,10,9,7,6,7,12,13,13,12,59,9,6,3,4,7,1,7,13,9,30,1,3,4,2,0,11,6,0,3
"2011","E00055280","E00055280","Total",100,3,4,6,5,13,11,14,14,30,70,3,3,4,3,13,1,11,14,18,30,0,1,2,2,0,10,3,0,12
"2011","E00055281","E00055281","Total",111,6,15,11,5,5,10,15,23,21,78,6,8,8,1,4,4,9,21,17,33,0,7,3,4,1,6,6,2,4
"2011","E00055413","E00055413","Total",100,6,17,11,5,10,13,7,14,17,60,4,13,5,2,10,1,1,13,11,40,2,4,6,3,0,12,6,1,6
"2011","E00055414","E00055414","Total",103,11,16,4,9,12,9,12,13,17,64,7,11,1,7,10,2,7,10,9,39,4,5,3,2,2,7,5,3,8
"2011","E00055415","E00055415","Total",109,7,17,10,4,6,9,14,21,21,81,6,11,9,2,5,0,12,21,15,28,1,6,1,2,1,9,2,0,6
"2011","E00055422","E00055422","Total",107,6,8,12,7,8,10,15,25,16,74,6,6,6,5,8,1,8,21,13,33,0,2,6,2,0,9,7,4,3
"2011","E00055356","E00055356","Total",109,17,35,15,9,14,6,4,4,5,53,13,11,6,1,14,2,1,3,2,56,4,24,9,8,0,4,3,1,3
"2011","E00055357","E00055357","Total",115,6,19,10,10,19,11,11,12,17,68,3,6,7,3,18,1,10,11,9,47,3,13,3,7,1,10,1,1,8
"2011","E00055360","E00055360","Total",139,14,28,15,15,15,12,9,13,18,77,9,14,10,5,13,1,3,12,10,62,5,14,5,10,2,11,6,1,8
"2011","E00055384","E00055384","Total",127,16,19,15,17,21,11,10,8,10,67,14,9,11,2,16,3,3,5,4,60,2,10,4,15,5,8,7,3,6
"2011","E00055389","E00055389","Total",151,6,24,14,9,26,25,19,12,16,75,2,8,8,0,23,5,10,10,9,76,4,16,6,9,3,20,9,2,7
"2011","E00055358","E00055358","Total",158,21,26,20,12,22,15,7,18,17,84,14,6,8,4,18,6,1,18,9,74,7,20,12,8,4,9,6,0,8
"2011","E00055361","E00055361","Total",120,10,16,18,9,15,9,13,9,21,67,4,9,10,3,12,1,8,9,11,53,6,7,8,6,3,8,5,0,10
"2011","E00055363","E00055363","Total",150,17,20,23,9,16,25,14,15,11,85,8,11,13,3,14,5,9,14,8,65,9,9,10,6,2,20,5,1,3
"2011","E00055368","E00055368","Total",109,4,9,20,5,19,21,9,13,9,59,2,3,13,1,16,3,5,12,4,50,2,6,7,4,3,18,4,1,5
"2011","E00055371","E00055371","Total",194,24,57,28,16,20,10,8,15,16,96,11,26,14,1,20,1,3,12,8,98,13,31,14,15,0,9,5,3,8
"2011","E00055359","E00055359","Total",112,11,21,13,9,13,20,9,6,10,53,7,8,7,3,13,1,2,5,7,59,4,13,6,6,0,19,7,1,3
"2011","E00055362","E00055362","Total",171,28,33,23,18,27,11,6,10,15,96,17,13,14,5,23,4,1,7,12,75,11,20,9,13,4,7,5,3,3
"2011","E00055372","E00055372","Total",140,12,16,6,19,29,15,7,15,21,70,6,5,2,6,23,5,4,13,6,70,6,11,4,13,6,10,3,2,15
"2011","E00055373","E00055373","Total",187,13,52,23,24,21,22,10,11,11,93,9,27,11,4,19,1,5,10,7,94,4,25,12,20,2,21,5,1,4
"2011","E00055374","E00055374","Total",128,17,20,12,6,25,12,6,16,14,68,9,11,6,0,23,2,0,13,4,60,8,9,6,6,2,10,6,3,10
"2011","E00055376","E00055376","Total",169,12,26,26,19,24,14,10,18,20,87,5,14,11,2,23,1,6,15,10,82,7,12,15,17,1,13,4,3,10
"2011","E00055377","E00055377","Total",148,11,22,15,12,23,22,11,15,17,76,7,8,8,3,19,7,4,12,8,72,4,14,7,9,4,15,7,3,9
"2011","E00055378","E00055378","Total",140,11,20,17,14,20,16,8,12,22,75,9,12,8,2,18,1,5,11,9,65,2,8,9,12,2,15,3,1,13
"2011","E00055379","E00055379","Total",205,14,22,22,14,33,26,18,25,31,100,9,7,10,3,27,4,5,20,15,105,5,15,12,11,6,22,13,5,16
"2011","E00055380","E00055380","Total",150,13,26,23,13,23,20,7,8,17,65,4,7,12,4,17,3,2,7,9,85,9,19,11,9,6,17,5,1,8
"2011","E00055355","E00055355","Total",169,9,24,13,16,29,30,11,9,28,81,3,11,10,1,24,7,3,9,13,88,6,13,3,15,5,23,8,0,15
"2011","E00055364","E00055364","Total",146,35,23,19,14,18,15,5,8,9,78,22,8,12,3,14,5,2,8,4,68,13,15,7,11,4,10,3,0,5
"2011","E00055381","E00055381","Total",154,16,39,21,16,20,17,9,5,11,73,10,15,12,3,16,2,4,5,6,81,6,24,9,13,4,15,5,0,5
"2011","E00055382","E00055382","Total",90,7,14,17,7,7,6,10,14,8,42,3,8,7,1,7,0,2,10,4,48,4,6,10,6,0,6,8,4,4
"2011","E00055385","E00055385","Total",258,24,51,49,26,35,24,23,11,15,123,13,20,27,2,31,1,12,11,6,135,11,31,22,24,4,23,11,0,9
"2011","E00055375","E00055375","Total",170,28,49,26,16,27,8,2,6,8,92,19,21,13,4,25,2,1,6,1,78,9,28,13,12,2,6,1,0,7
"2011","E00055383","E00055383","Total",105,9,10,8,9,17,14,8,12,18,58,6,8,6,4,13,3,1,10,7,47,3,2,2,5,4,11,7,2,11
"2011","E00055386","E00055386","Total",104,7,13,16,10,12,14,9,9,14,53,3,6,8,3,12,2,3,8,8,51,4,7,8,7,0,12,6,1,6
"2011","E00055387","E00055387","Total",112,7,11,11,14,16,13,10,11,19,53,3,6,5,1,16,1,2,11,8,59,4,5,6,13,0,12,8,0,11
"2011","E00055388","E00055388","Total",119,10,28,9,12,20,14,7,8,11,64,8,14,6,1,16,4,4,6,5,55,2,14,3,11,4,10,3,2,6
"2011","E00055416","E00055416","Total",97,7,7,5,6,5,13,9,25,20,64,3,2,4,4,5,2,6,24,14,33,4,5,1,2,0,11,3,1,6
"2011","E00055417","E00055417","Total",104,4,7,6,4,10,8,24,28,13,73,2,5,3,3,8,1,12,28,11,31,2,2,3,1,2,7,12,0,2
"2011","E00055418","E00055418","Total",120,10,13,9,9,6,18,11,25,19,73,7,6,6,2,4,5,6,25,12,47,3,7,3,7,2,13,5,0,7
"2011","E00055423","E00055423","Total",131,10,6,8,8,11,18,18,26,26,83,8,2,4,4,10,1,11,25,18,48,2,4,4,4,1,17,7,1,8
"2011","E00055448","E00055448","Total",141,6,10,9,14,19,9,13,33,28,83,1,5,1,3,19,2,7,30,15,58,5,5,8,11,0,7,6,3,13
"2011","E00055449","E00055449","Total",96,8,3,11,7,8,4,9,20,26,65,8,1,5,2,7,0,7,18,17,31,0,2,6,5,1,4,2,2,9
"2011","E00055452","E00055452","Total",131,9,12,4,12,7,14,18,31,24,89,8,7,2,7,7,3,10,29,16,42,1,5,2,5,0,11,8,2,8
"2011","E00055454","E00055454","Total",140,4,15,12,12,9,16,17,32,23,89,2,7,10,5,8,3,10,27,17,51,2,8,2,7,1,13,7,5,6
"2011","E00055436","E00055436","Total",115,5,5,5,15,20,9,7,23,26,81,3,3,1,5,20,2,5,22,20,34,2,2,4,10,0,7,2,1,6
"2011","E00055453","E00055453","Total",148,8,20,17,24,15,18,13,14,19,85,6,14,8,5,13,7,6,14,12,63,2,6,9,19,2,11,7,0,7
"2011","E00055455","E00055455","Total",152,11,43,21,21,15,10,8,11,12,81,3,28,10,4,14,1,3,10,8,71,8,15,11,17,1,9,5,1,4
"2011","E00055456","E00055456","Total",126,7,10,8,19,20,16,20,17,9,66,4,6,4,4,17,4,11,12,4,60,3,4,4,15,3,12,9,5,5
"2011","E00055457","E00055457","Total",145,6,13,4,23,18,21,17,21,22,80,3,8,3,5,18,4,5,18,16,65,3,5,1,18,0,17,12,3,6
"2011","E00055437","E00055437","Total",66,3,9,2,8,8,7,8,10,11,43,2,4,2,4,8,1,5,9,8,23,1,5,0,4,0,6,3,1,3
"2011","E00055458","E00055458","Total",100,12,9,5,11,11,15,12,16,9,57,7,6,1,4,10,4,7,12,6,43,5,3,4,7,1,11,5,4,3
"2011","E00055459","E00055459","Total",124,11,12,12,15,10,12,10,23,19,68,9,3,7,7,10,1,4,20,7,56,2,9,5,8,0,11,6,3,12
"2011","E00055460","E00055460","Total",79,5,10,3,10,10,3,7,18,13,54,5,6,1,4,8,1,4,15,10,25,0,4,2,6,2,2,3,3,3
"2011","E00055461","E00055461","Total",97,6,8,8,11,9,8,6,20,21,59,3,4,4,2,8,3,5,17,13,38,3,4,4,9,1,5,1,3,8
"2011","E00054814","E00054814","Total",188,20,28,34,16,20,19,22,11,18,95,14,8,17,6,17,4,6,10,13,93,6,20,17,10,3,15,16,1,5
"2011","E00054819","E00054819","Total",160,7,28,24,19,21,11,10,23,17,92,5,10,16,7,20,2,4,18,10,68,2,18,8,12,1,9,6,5,7
"2011","E00054825","E00054825","Total",229,41,44,25,29,23,22,18,14,13,142,31,29,17,10,19,5,11,12,8,87,10,15,8,19,4,17,7,2,5
"2011","E00054840","E00054840","Total",150,5,15,24,18,18,19,9,22,20,79,5,4,15,2,17,2,1,21,12,71,0,11,9,16,1,17,8,1,8
"2011","E00054841","E00054841","Total",122,4,10,13,10,14,18,11,16,26,71,3,7,8,5,12,4,4,15,13,51,1,3,5,5,2,14,7,1,13
"2011","E00054843","E00054843","Total",97,7,9,13,15,16,9,9,9,10,53,4,3,10,2,14,2,4,8,6,44,3,6,3,13,2,7,5,1,4
"2011","E00054812","E00054812","Total",155,20,20,18,22,19,15,8,17,16,78,10,7,13,4,16,2,0,17,9,77,10,13,5,18,3,13,8,0,7
"2011","E00054815","E00054815","Total",178,34,41,27,17,18,12,9,9,11,99,26,17,13,4,16,4,4,9,6,79,8,24,14,13,2,8,5,0,5
"2011","E00054821","E00054821","Total",128,17,30,20,24,11,6,1,9,10,70,13,14,15,4,9,2,0,9,4,58,4,16,5,20,2,4,1,0,6
"2011","E00054822","E00054822","Total",125,20,27,12,21,8,9,13,6,9,58,16,13,9,5,7,0,1,5,2,67,4,14,3,16,1,9,12,1,7
"2011","E00054823","E00054823","Total",178,24,23,25,27,17,11,19,19,13,87,16,7,14,6,17,0,4,19,4,91,8,16,11,21,0,11,15,0,9
"2011","E00054826","E00054826","Total",211,48,49,26,30,17,14,7,6,14,109,34,24,17,4,14,1,2,6,7,102,14,25,9,26,3,13,5,0,7
"2011","E00054969","E00054969","Total",137,22,33,22,19,14,11,9,3,4,76,16,17,16,4,13,1,4,3,2,61,6,16,6,15,1,10,5,0,2
"2011","E00054973","E00054973","Total",176,31,43,30,25,13,10,8,5,11,85,22,19,17,4,12,0,2,4,5,91,9,24,13,21,1,10,6,1,6
"2011","E00054984","E00054984","Total",126,21,37,17,21,14,2,5,4,5,65,14,17,9,3,13,0,1,4,4,61,7,20,8,18,1,2,4,0,1
"2011","E00054988","E00054988","Total",116,10,32,9,15,14,11,14,6,5,53,5,13,4,3,14,0,6,5,3,63,5,19,5,12,0,11,8,1,2
"2011","E00168666","E00168666","Total",272,40,61,55,36,19,16,17,9,19,139,26,26,36,6,19,3,6,9,8,133,14,35,19,30,0,13,11,0,11
"2011","E00168685","E00168685","Total",130,15,21,11,18,20,15,12,8,10,65,12,8,8,4,19,2,0,6,6,65,3,13,3,14,1,13,12,2,4
"2011","E00054978","E00054978","Total",148,11,17,19,23,21,19,8,14,16,78,10,8,13,5,19,0,1,14,8,70,1,9,6,18,2,19,7,0,8
"2011","E00054982","E00054982","Total",151,17,23,19,22,21,17,10,10,12,72,10,12,6,3,20,3,1,9,8,79,7,11,13,19,1,14,9,1,4
"2011","E00054986","E00054986","Total",118,12,11,13,12,13,16,11,9,21,62,9,6,6,2,12,3,5,7,12,56,3,5,7,10,1,13,6,2,9
"2011","E00054991","E00054991","Total",96,4,8,15,13,10,18,6,13,9,46,2,5,6,4,10,2,4,11,2,50,2,3,9,9,0,16,2,2,7
"2011","E00168668","E00168668","Total",174,33,32,28,22,24,9,9,6,11,91,22,15,13,2,22,4,2,6,5,83,11,17,15,20,2,5,7,0,6
"2011","E00168669","E00168669","Total",122,21,18,22,14,13,9,7,10,8,75,14,10,15,5,9,3,4,9,6,47,7,8,7,9,4,6,3,1,2
"2011","E00168670","E00168670","Total",152,18,31,34,12,21,14,7,3,12,79,13,13,18,3,17,3,3,2,7,73,5,18,16,9,4,11,4,1,5
"2011","E00168681","E00168681","Total",162,20,30,36,23,9,16,11,6,11,77,12,15,21,7,9,3,2,4,4,85,8,15,15,16,0,13,9,2,7
"2011","E00054967","E00054967","Total",131,15,38,19,25,9,6,10,6,3,72,13,22,9,5,9,2,4,6,2,59,2,16,10,20,0,4,6,0,1
"2011","E00054989","E00054989","Total",120,9,12,15,13,12,12,16,14,17,59,6,6,8,1,10,3,3,12,10,61,3,6,7,12,2,9,13,2,7
"2011","E00054990","E00054990","Total",104,13,18,14,13,13,6,9,9,9,53,8,10,6,2,11,0,5,7,4,51,5,8,8,11,2,6,4,2,5
"2011","E00054992","E00054992","Total",127,8,14,9,8,19,16,15,13,25,67,7,3,4,1,16,4,4,12,16,60,1,11,5,7,3,12,11,1,9
"2011","E00054993","E00054993","Total",40,4,4,3,3,3,2,7,7,7,27,3,2,1,1,3,2,3,7,5,13,1,2,2,2,0,0,4,0,2
"2011","E00055287","E00055287","Total",196,20,57,28,22,23,16,12,9,9,102,13,27,14,7,19,3,4,9,6,94,7,30,14,15,4,13,8,0,3
"2011","E00055309","E00055309","Total",192,17,51,29,18,20,15,18,13,11,104,13,25,16,6,17,3,6,11,7,88,4,26,13,12,3,12,12,2,4
"2011","E00055311","E00055311","Total",119,15,36,22,13,4,9,7,6,7,58,8,13,15,4,3,2,3,5,5,61,7,23,7,9,1,7,4,1,2
"2011","E00168671","E00168671","Total",127,11,25,17,18,10,21,8,9,8,57,5,11,6,8,9,3,3,7,5,70,6,14,11,10,1,18,5,2,3
"2011","E00168682","E00168682","Total",151,8,39,22,21,12,16,13,9,11,69,4,15,13,5,12,4,2,9,5,82,4,24,9,16,0,12,11,0,6
"2011","E00168686","E00168686","Total",125,16,46,24,16,8,3,4,4,4,71,8,26,13,7,8,1,1,4,3,54,8,20,11,9,0,2,3,0,1
"2011","E00055286","E00055286","Total",133,14,32,17,19,13,12,6,10,10,65,5,19,8,1,11,2,3,8,8,68,9,13,9,18,2,10,3,2,2
"2011","E00055291","E00055291","Total",203,38,70,22,23,13,7,11,6,13,107,26,35,11,7,10,2,5,6,5,96,12,35,11,16,3,5,6,0,8
"2011","E00055313","E00055313","Total",149,16,34,18,22,8,18,15,9,9,80,12,16,10,11,7,1,8,9,6,69,4,18,8,11,1,17,7,0,3
"2011","E00055316","E00055316","Total",174,23,57,33,12,11,13,8,7,10,97,17,30,18,5,9,3,5,7,3,77,6,27,15,7,2,10,3,0,7
"2011","E00055318","E00055318","Total",163,18,47,10,26,13,10,14,12,13,90,10,23,7,9,12,1,10,12,6,73,8,24,3,17,1,9,4,0,7
"2011","E00055319","E00055319","Total",130,12,30,15,13,14,8,11,15,12,76,6,19,9,3,13,1,5,14,6,54,6,11,6,10,1,7,6,1,6
"2011","E00055285","E00055285","Total",128,12,27,11,12,12,17,13,10,14,70,6,14,4,3,12,6,7,9,9,58,6,13,7,9,0,11,6,1,5
"2011","E00055308","E00055308","Total",117,15,24,14,10,12,12,5,14,11,69,11,7,9,3,10,3,4,13,9,48,4,17,5,7,2,9,1,1,2
"2011","E00055310","E00055310","Total",170,15,17,12,14,21,18,22,35,16,110,12,9,5,7,20,2,14,32,9,60,3,8,7,7,1,16,8,3,7
"2011","E00055312","E00055312","Total",81,9,5,7,9,8,10,10,4,19,41,7,2,7,1,6,2,2,3,11,40,2,3,0,8,2,8,8,1,8
"2011","E00055314","E00055314","Total",131,20,47,14,14,10,9,4,6,7,71,15,23,6,3,8,3,3,6,4,60,5,24,8,11,2,6,1,0,3
"2011","E00055327","E00055327","Total",183,18,27,20,33,22,18,17,14,14,89,10,10,12,8,21,0,9,14,5,94,8,17,8,25,1,18,8,0,9
"2011","E00055331","E00055331","Total",181,21,31,31,19,29,17,4,10,19,92,9,15,19,5,24,1,3,7,9,89,12,16,12,14,5,16,1,3,10
"2011","E00055342","E00055342","Total",123,7,14,10,20,16,11,9,17,19,59,5,6,5,0,12,3,3,16,9,64,2,8,5,20,4,8,6,1,10
"2011","E00055343","E00055343","Total",157,9,27,15,27,26,18,12,12,11,83,6,14,8,8,23,5,3,9,7,74,3,13,7,19,3,13,9,3,4
"2011","E00055348","E00055348","Total",181,13,23,20,27,34,21,26,9,8,89,8,14,9,7,30,2,10,7,2,92,5,9,11,20,4,19,16,2,6
"2011","E00055320","E00055320","Total",118,8,13,15,17,14,12,5,19,15,63,7,4,8,5,12,2,2,18,5,55,1,9,7,12,2,10,3,1,10
"2011","E00055336","E00055336","Total",57,3,5,6,6,4,11,7,7,8,29,1,2,4,3,4,3,1,6,5,28,2,3,2,3,0,8,6,1,3
"2011","E00055338","E00055338","Total",108,11,19,12,17,15,13,2,8,11,54,7,11,5,1,14,4,0,7,5,54,4,8,7,16,1,9,2,1,6
"2011","E00055340","E00055340","Total",80,10,7,10,15,6,10,6,10,6,37,6,5,4,4,5,0,2,8,3,43,4,2,6,11,1,10,4,2,3
"2011","E00055341","E00055341","Total",156,11,21,14,27,24,18,11,11,19,83,7,7,10,7,24,2,6,10,10,73,4,14,4,20,0,16,5,1,9
"2011","E00055349","E00055349","Total",87,9,12,11,12,8,6,7,14,8,52,3,7,8,3,8,1,2,14,6,35,6,5,3,9,0,5,5,0,2
"2011","E00055321","E00055321","Total",131,8,25,20,19,15,10,9,14,11,70,4,10,9,7,14,2,5,14,5,61,4,15,11,12,1,8,4,0,6
"2011","E00055335","E00055335","Total",173,23,47,22,26,17,9,7,13,9,91,19,22,8,5,16,2,4,10,5,82,4,25,14,21,1,7,3,3,4
"2011","E00055337","E00055337","Total",175,23,47,31,26,14,7,13,6,8,96,14,26,20,4,13,3,6,5,5,79,9,21,11,22,1,4,7,1,3
"2011","E00055339","E00055339","Total",295,32,60,46,41,40,25,20,17,14,154,19,29,22,16,37,2,8,13,8,141,13,31,24,25,3,23,12,4,6
"2011","E00055346","E00055346","Total",164,16,24,17,19,27,20,6,15,20,85,12,11,8,1,23,3,1,13,13,79,4,13,9,18,4,17,5,2,7
"2011","E00055324","E00055324","Total",193,9,20,20,21,29,26,16,22,30,104,5,9,12,7,26,7,5,19,14,89,4,11,8,14,3,19,11,3,16
"2011","E00055333","E00055333","Total",191,16,26,15,22,29,20,13,24,26,99,11,12,8,8,28,3,5,18,6,92,5,14,7,14,1,17,8,6,20
"2011","E00055344","E00055344","Total",140,13,20,17,15,17,16,11,12,19,78,10,10,13,7,14,5,2,7,10,62,3,10,4,8,3,11,9,5,9
"2011","E00055347","E00055347","Total",174,15,29,18,26,21,18,9,21,17,94,10,11,10,7,20,5,6,19,6,80,5,18,8,19,1,13,3,2,11
"2011","E00055325","E00055325","Total",214,19,27,38,27,22,23,21,14,23,120,14,12,28,9,19,7,9,11,11,94,5,15,10,18,3,16,12,3,12
"2011","E00055329","E00055329","Total",58,1,5,5,5,9,2,9,12,10,35,1,4,4,1,9,1,4,5,6,23,0,1,1,4,0,1,5,7,4
"2011","E00055330","E00055330","Total",78,6,4,5,9,13,6,12,11,12,36,3,2,3,0,11,1,2,8,6,42,3,2,2,9,2,5,10,3,6
"2011","E00055332","E00055332","Total",296,30,59,41,38,23,23,26,27,29,165,24,27,23,16,22,7,7,22,17,131,6,32,18,22,1,16,19,5,12
"2011","E00055334","E00055334","Total",118,7,19,21,14,12,13,11,11,10,59,5,9,5,6,9,3,6,8,8,59,2,10,16,8,3,10,5,3,2
"2011","E00055328","E00055328","Total",128,7,22,14,17,15,10,12,17,14,79,5,9,8,10,14,3,5,17,8,49,2,13,6,7,1,7,7,0,6
"2011","E00055345","E00055345","Total",187,11,29,22,17,23,27,12,22,24,91,5,12,10,2,20,6,4,17,15,96,6,17,12,15,3,21,8,5,9
